Customer ID,Customer Name,Gender,Age
4214,Jay Dunlap,F,25
4215,Denise Armstrong,M,15
4217,Brittany Wiley,M,23
4218,Jason Freeman Jr.,F,26
4219,Meghan Barrett,M,19
4220,Barbara Cunningham,M,35
4222,Michael Ramirez,F,20
4223,Douglas Campbell,M,33
4224,Jonathan Bush,F,21
4225,Dale Rodriguez,M,30
4226,Nicole Burch,F,10
4227,Madison Watson,M,20
4228,Brenda Oliver,M,36
4229,Lawrence Figueroa,M,35
4230,Jennifer Carroll,M,2
4231,Keith Ray,M,7
4232,Timothy Howard,F,4
4233,Johnny Haynes,F,30
4234,Douglas Jackson,F,7
4235,Hunter Davis,M,44
4236,Javier Parker,M,21
4238,Joshua Fletcher,F,17
4239,Victoria Burnett,F,23
4240,Laura Larson,M,16
4241,Tyler Harris,F,27
4242,William Potter,F,25
4243,Tamara Thompson,M,39
4244,Crystal Sanchez,F,31
4245,Javier Stout,F,15
4247,Paul Martinez,F,29
4248,Amy Black,F,29
4249,Emily Butler,M,33
4250,Pamela Stevenson,F,34
4251,Marissa Gutierrez,M,33
4252,Kevin Hogan,M,2
4253,Scott Fuller,F,15
4254,Marc Moreno,M,12
4255,Jacqueline Stevens,M,34
4256,Joseph Carter,M,22
4258,Sabrina Martinez,F,28
4259,Misty Daugherty,M,29
4260,Pam Alexander,M,30
4261,Michelle Larson,F,21
4262,Jeffrey Jackson,F,26
4263,Parker Zimmerman,M,29
4264,Joanna Mendoza,M,28
4265,Beverly Morrison,F,29
4266,Michael Cruz MD,F,33
4267,Michele White,M,16
4268,Christopher Sullivan,M,32
4269,Shawn Williams,M,29
4270,Emily Ortega,M,36
4271,Mackenzie White,F,29
4272,Kenneth Davis,F,9
4273,Caleb Santiago,F,28
4274,Benjamin Morrison,F,14
4277,Joseph Lewis,F,38
4278,Mitchell Hayes,M,25
4279,Nathan Baker,F,7
4281,David House,F,24
4282,Sherri Garza,F,14
4283,Shelby Herrera,M,21
4284,Sabrina Sanford,M,17
4285,Jennifer Osborn PhD,M,39
4287,Susan Fox,F,24
4288,Taylor Levine,F,17
4289,Maurice Lopez,M,33
4290,Gregory Williams,F,30
4291,Christie Green,M,31
4292,Dr. John Wolfe,F,14
4293,Michael Carter,F,22
4294,Chris Nguyen,F,21
4295,Robin Petersen,M,24
4297,Joshua Powell,M,9
4299,Angela Sampson,M,5
4300,Tyler Marshall,M,12
4301,Mary Perry,M,21
4302,Taylor Case,M,25
4303,Patrick Crawford,F,22
4305,Kristin Barron,F,23
4306,Sarah Fritz,F,24
4307,Donna Yang,M,14
4310,Craig Glenn,M,35
4311,Lisa Wade,F,15
4312,Heather Whitaker,M,6
4313,Marissa Hobbs,F,24
4314,Catherine Swanson,M,11
4315,Thomas Dunn,F,23
4316,Elizabeth Poole,M,24
4317,Stephen Stout,M,10
4318,Lisa Barton,M,18
4319,Jason Hahn,F,26
4321,Valerie Reynolds,F,18
4322,Kevin Willis,M,16
4323,Heather Curtis,M,22
4324,Theresa Hill,F,34
4325,Jessica Miles,M,22
4327,Steven Coleman,F,34
4329,Roger Berry,F,24
4331,Barbara Calhoun,M,11
4332,Brittany Monroe,F,29
4333,Michael Alexander,M,31
4334,Duane Fox,F,8
4335,Mark Dennis,M,11
4336,Heather Green,M,14
4337,Brent Compton,F,25
4339,Brooke King,M,24
4340,Rachel Holland,F,25
4342,Veronica Sheppard,F,27
4343,Jaclyn Howell,M,22
4344,Donna Gomez,F,42
4346,Laura Ramirez,M,30
4350,Dr. Caitlin Baker,M,23
4351,Philip Santana,M,25
4353,Ashley Wright,M,32
4354,Anthony Cox,F,21
4355,Valerie Williams,M,17
4356,Linda Todd,M,22
4357,Paula Walker,M,10
4359,Nicole Bond,M,7
4360,Dawn Forbes,M,20
4361,Rachel Ramirez,F,20
4362,Shannon Cox,M,28
4363,Brandon Peterson,M,20
4364,Toni Barnett,F,18
4365,James Petersen,M,18
4366,Toni Mendoza,F,29
4367,Jeremy Martinez,F,28
4368,Cody Davis,F,43
4369,Danielle Adams,M,28
4370,Ryan Roach,F,26
4371,Samantha Gould,F,12
4372,Jessica Bates,M,22
4373,Laura Anderson,M,21
4374,Kathleen Brown,F,37
4375,Alexandra Martin,F,31
4376,Dr. Christopher Oconnor,F,30
4377,Marcus Obrien,F,46
4378,Alicia Gonzalez,M,42
4380,Linda Cook,F,9
4381,Cassandra Edwards,F,27
4382,Adriana Mclean,F,27
4383,Diana Salazar,F,21
4384,Frank King,F,18
4385,Kevin Rivera,M,23
4386,Mrs. Belinda Roberts MD,F,44
4387,Jason Gentry,M,25
4389,Peter Wilson IV,F,23
4390,Norma Foster,F,21
4391,Justin Conner,F,24
4392,John Wong,M,22
4393,Kathryn Blackwell,F,34
4394,Cheryl Friedman,M,29
4395,Paul Flores,M,27
4396,Kelli Murphy,F,35
4397,Crystal Harris,F,31
4398,Raymond Moore,M,20
4400,Brent Meyers,M,15
4401,Lindsay Mclaughlin,F,41
4402,Jamie Riley,F,14
4403,Jessica Pearson,M,34
4404,Sandra Foster,F,36
4405,Amy Lee,F,13
4406,Rebecca West,M,18
4407,Joshua Hoffman,F,13
4410,Elizabeth Turner,M,30
4411,Chad Walker,M,26
4412,Steven Mcbride,M,9
4413,Lori Moran,M,24
4415,Erica Washington,F,23
4416,Alexis Snyder,F,28
4417,Amanda Clayton,F,45
4418,Ashley Patel,M,40
4419,Hannah Cain,F,16
4420,Tiffany Foster,F,27
4421,Monica Guerra,M,19
4422,Colleen Little,M,16
4423,Andrew Williams,M,37
4424,Lacey Ashley,F,25
4425,Michael Paul,F,37
4426,Ronald Jackson IV,F,33
4427,Andrew Torres,F,20
4428,Amanda Mitchell,F,13
4429,Jessica Keller,M,44
4430,Jacob Snow,M,13
4431,Tom Haynes,F,21
4432,Mitchell Smith,M,28
4433,Elizabeth Chandler,M,18
4435,Jerry White,F,17
4437,Katie Sims,F,37
4438,Michael Ross,F,44
4439,Ashley Snow,M,14
4440,Cindy Anderson,M,23
4441,Taylor Arellano,F,28
4442,Stanley Oconnell,F,28
4443,Michael Cochran,F,26
4444,Priscilla Peterson,M,30
4448,Yolanda Garcia,M,31
4449,Samantha Reeves,F,6
4450,Billy Tyler,F,36
4451,Russell Page,M,4
4452,Dawn Armstrong,F,23
4453,Lawrence May,F,15
4454,Mason Cameron,F,29
4458,April Murray,M,36
4459,Ms. Rachael Moore,F,20
4460,Joanna Gregory,M,29
4461,Stephen Guerrero,M,28
4462,Sara Nguyen,F,32
4463,Levi Robinson,M,8
4464,Gregory Garcia,F,26
4465,Annette Alvarez,F,14
4466,Gary Mendez,F,15
4467,Jacqueline Henderson,M,17
4468,William Sweeney,F,32
4469,Ethan White,M,33
4470,Kimberly Stephens,M,14
4471,Margaret Parker,F,14
4472,Theresa Lopez,F,19
4473,Rachel Shaffer,M,20
4474,Matthew Erickson,M,21
4475,Edward Snyder,F,15
4476,Anna Barrera,M,28
4477,Kevin Nelson,F,34
4478,Tara Chandler MD,F,13
4479,Paul Rivera,F,30
4481,Audrey Conway,M,12
4482,Trevor Dixon,M,32
4484,Becky Cook,F,21
4485,Kerry Andrade,M,22
4486,Andrew Wood,F,18
4487,Katie Harris,F,19
4488,Lindsay Rogers,M,23
4489,Angela Lindsey,M,17
4490,Miss Jamie Webster,F,23
4491,Rebecca Trujillo,M,26
4492,Matthew Alvarado,F,24
4495,Leah Jones,F,19
4498,Thomas Garrison,F,33
4499,Lisa Grimes,M,34
4500,Norman Martinez,M,30
4501,Anna Taylor,M,39
4502,Alexander Solomon,F,34
4504,Julie White,F,29
4505,Bianca Yates,F,29
4506,Matthew Flores,F,29
4507,Ricky Boyd,F,36
4508,Jason Bryant,M,15
4509,Eric Ray,M,12
4511,Dr. Jacqueline Lawson,F,24
4512,Bradley Bailey,F,10
4513,Crystal Rodriguez,M,37
4514,Chad Smith,F,22
4516,Nancy Aguirre,M,36
4517,Daniel Perkins,M,25
4518,Jeremy Gomez,M,49
4522,Joshua Barker,F,26
4525,Dylan Boyd,F,11
4527,Perry Callahan,F,25
4528,Elizabeth Gilmore,M,32
4529,Mrs. Amy Sanchez PhD,F,29
4530,Jasmine Collier PhD,F,33
4531,Donna Clark,F,23
4533,Tara Miller,M,28
4534,Danielle Ross,F,22
4535,Jamie Willis,M,18
4536,Nicholas Potter,F,26
4537,Jessica James,M,17
4539,Jeffery Crawford,F,5
4541,Travis Brown,M,43
4542,Dennis Wilson,M,21
4543,Mark Lewis II,M,5
4544,Logan Wise,F,31
4545,Hailey Hines,F,24
4546,Jonathan Porter,M,18
4547,Luke Vasquez,F,38
4548,Lisa Chavez,F,27
4549,Jeffrey Suarez,M,42
4550,Natalie Perez,M,18
4552,David Nielsen,F,36
4553,Crystal Wright,F,31
4554,Nicole Jensen,F,23
4556,Savannah Flowers,F,32
4557,Richard Short,F,25
4558,Alex Scott,M,39
4559,Roger Thompson,M,18
4560,David Cervantes,M,22
4561,Monica Brown,F,33
4562,Charles Martin,F,32
4563,Mary Coleman,M,26
4564,Candice Maynard,M,40
4565,David Spencer,M,3
4566,Luis Lee,M,42
4567,Sarah Russell,F,21
4568,Mary Melendez,M,34
4569,Amanda Diaz,M,37
4570,Tracy Travis DVM,M,26
4571,Rita Callahan,F,23
4572,Blake Cuevas,M,12
4573,Isaac Marsh,M,21
4574,Brittany Matthews,F,20
4575,Shaun Williams,M,32
4576,Elizabeth Hutchinson,F,18
4577,Sandra Hancock,M,26
4578,Ricky Peters,M,27
4579,Jennifer Solis,M,25
4580,Janice Wilson,M,22
4581,Timothy Bennett,F,35
4584,Matthew Hall,F,12
4586,Jason Nelson,M,18
4587,Erika Johnson,M,17
4588,Mason Ford,F,35
4589,Lisa Williamson,F,19
4590,Angela Levy,F,25
4591,Jason Newman,F,29
4592,James Parsons,M,26
4593,Joel Valencia,F,20
4594,Nicholas Martinez,F,37
4596,Deborah Gill,M,25
4597,Kelly Stone,M,31
4598,Corey Thompson,F,15
4599,Joel Whitehead,M,16
4600,Victoria Rodriguez,F,41
4601,Steven Hoover,M,24
4603,Michelle Shah,M,16
4604,Ryan Hurst,M,24
4605,Michael Dalton,M,37
4606,Daniel Clarke,F,26
4608,Derek Wilkins,M,18
4610,Tony Dawson,F,5
4611,Steven Bond,F,35
4612,Theresa Sims,M,42
4613,Alejandro Morgan,F,20
4614,Kelly Parker,M,19
4615,Pamela Huff,F,26
4616,Rachel Perez,M,18
4617,Richard Ellis,M,23
4618,Theresa Santos,F,18
4619,Nicolas Campbell,M,14
4621,Deanna Robinson,F,27
4622,Dr. Robert Lee DDS,F,16
4623,Brandon Morgan,F,32
4624,Jody Vasquez,M,15
4625,Dustin Keller,F,32
4627,Michael Dougherty,M,22
4628,Melissa Hernandez,M,31
4629,Joseph Stevenson,F,24
4630,Steven Ayers,F,27
4632,Kevin Carrillo,F,26
4633,Misty Avila,F,31
4634,William Tanner,F,20
4635,Julian Pacheco,F,35
4636,Jose Harrison,F,27
4637,Trevor Holloway,M,24
4638,James Eaton,M,20
4639,Sherry Newton,F,16
4640,Victor Hoover,M,34
4641,Jenna Perez,F,18
4642,Deborah Daniels,F,31
4643,Jorge James,M,30
4645,Ashley Dillon,M,14
4646,Walter Conway,M,27
4647,Victoria Fletcher,F,14
4648,Noah Johnson,M,24
4649,Justin Grant,F,24
4650,Randall Carr,M,38
4652,Sean Williams,F,23
4653,Luis Fowler,F,33
4654,Madeline Sanchez,M,34
4655,Jessica Calhoun,M,23
4656,Samantha Cox,F,34
4657,Michael West,M,33
4658,Laura Riley,F,34
4660,Lauren Turner,F,12
4661,Amber Mccormick,M,29
4662,Candice Rodriguez,M,19
4663,Joshua Murphy DDS,M,31
4665,Kyle Nelson,F,39
4666,Brian Dunlap,M,14
4667,Allen Simmons,F,13
4668,Bradley Oneill,F,41
4669,Kimberly Martinez,F,8
4670,Melanie Pace,F,33
4671,Tammy Lewis,M,27
4672,James Walter,F,26
4674,Spencer Combs,M,18
4675,Dorothy Brown,M,22
4676,Zachary Sandoval,F,19
4679,Brandon Stewart,F,27
4680,Linda Campbell,F,19
4681,Shirley Sellers,M,23
4682,Ryan Hines,M,24
4683,Jose White,M,35
4684,Clinton Pope,F,28
4685,Thomas Salas,F,26
4686,Eddie Williams,M,2
4687,Donna Porter,F,19
4689,Olivia Bautista,M,16
4690,Rebecca Castillo,F,43
4691,Julia Fleming,F,23
4692,Ethan Greer,M,31
4693,Austin Burton,F,40
4694,Sue Roberts,F,33
4695,Roger Duncan,F,7
4696,Adriana Baker,F,21
4698,David Salazar,M,20
4699,Mary Brooks,M,24
4700,Tonya Roberts,F,25
4702,Denise Dominguez,M,19
4703,Amber Anthony,M,57
4704,Marco Swanson,M,19
4705,Brian Maldonado,F,23
4706,Bryan Ferguson,F,52
4708,Chelsea Allen,M,28
4709,Amanda Maldonado,F,24
4710,Ann Miller,M,46
4711,Mr. Stephen Zhang,M,34
4712,Laura Wilson,M,19
4713,Chase Macias,M,29
4714,Andrea King,M,31
4715,Bryan Harris,F,27
4716,Dana Hansen,M,11
4718,Nathan Vasquez,F,50
4719,Theresa Hart,M,7
4720,Edward Holmes,M,33
4722,Matthew Mahoney,F,5
4723,Roger Neal,M,33
4726,Brandon Chaney,F,32
4727,Casey Wilson,F,10
4728,Brandi Munoz,M,14
4729,Karl Morrow,M,13
4730,Stacey Hicks,F,33
4731,Daniel Roberts,M,36
4732,William Phillips,M,17
4733,James Baldwin,M,16
4734,Melissa Hunt,F,42
4735,Robert Lyons,M,30
4736,Victoria Mullins,M,25
4737,Chloe Simmons,F,23
4738,Chad Holt,M,32
4739,Brooke Sanchez,M,33
4740,Zachary Lee,F,31
4741,Jessica Brady,M,20
4742,Crystal King,M,15
4743,David Martin,F,5
4744,Meghan Moreno MD,F,28
4745,Lisa Figueroa,M,26
4746,Cynthia Smith,F,12
4747,Joshua Holmes,M,22
4748,Travis Morgan,M,21
4749,Daniel Matthews,F,15
4750,Kathy Jones,M,25
4751,Kenneth Farrell,F,38
4752,Erica Proctor,M,35
4753,Jessica Page,M,9
4754,Stephen Gonzales,F,19
4755,Casey Sparks,F,14
4756,Lisa David,M,39
4759,Tiffany Vance,F,40
4760,Erin Martin,F,23
4761,Kevin Phelps,F,21
4762,Catherine Smith,M,37
4763,Jason Campos,M,33
4764,William Jackson,F,28
4765,Cole Peterson,M,24
4766,Zoe Bryant,M,33
4767,Frank Beck,M,26
4768,Susan Carter,F,35
4771,Nicholas Vargas,F,21
4772,David Krause,F,10
4773,Laura Nguyen,F,32
4774,Ryan Crawford,M,18
4775,Barbara Brown,F,22
4776,Kayla Bond,F,31
4777,Cindy Andrews,M,26
4778,Beverly Russo,M,40
4779,Jessica Mccormick,F,2
4780,Jack Larson,M,25
4781,Amber Farrell,M,23
4782,Anthony Compton,M,18
4783,Andrea Diaz,F,16
4784,Amber Baldwin,M,39
4785,Brent Valdez,M,23
4786,Cynthia Dennis,M,17
4787,Charles Wood,F,28
4788,Roberta Taylor,F,28
4790,Erica Preston,F,34
4791,Patricia Clay,M,28
4792,Harold Hamilton,F,2
4793,Michael Stephenson,M,17
4794,Jacob Hughes,M,22
4795,Sherry Thomas,F,30
4796,Anne Dunn,M,12
4798,Linda Stewart,M,18
4799,John Mack,M,12
4800,Elizabeth Murillo,F,12
4801,John Collier,M,33
4802,Brent Frost,F,18
4804,Aaron Munoz,M,21
4805,Timothy Gilbert,F,9
4807,Henry Jackson,F,9
4808,Emily Garcia,F,29
4809,Heidi Adams,F,25
4812,Jacob Thompson,M,29
4813,Kathryn Logan,M,33
4814,Glenn Hebert,F,10
4816,Kerry Calderon,M,39
4817,Gregg Phillips,M,31
4818,Kimberly Villa,M,19
4819,Jose Suarez,M,30
4820,David Davis,F,6
4821,Monica Banks,F,30
4822,Mary Walker,M,18
4824,Michelle Cook,M,16
4825,Christopher Hawkins,M,30
4828,Robert Williamson,M,44
4830,Ryan Gallagher,F,27
4831,Brett Stafford,F,13
4832,Jacqueline Levine,M,16
4833,Justin Reed,M,34
4835,Mr. James Goodman,F,28
4836,Brad Payne MD,F,12
4837,Christine Brandt,F,21
4838,Angel Peterson,F,25
4839,Keith Ortiz,F,22
4840,Michelle Barber,M,17
4841,Erica Morales,F,31
4842,Timothy Shannon,F,28
4843,Sally Burton,M,16
4844,Rebecca Bruce,M,26
4846,Jacqueline Harrison,F,35
4849,Randy Reynolds,F,27
4850,Dean Ellis,F,34
4851,Stephen Matthews,F,14
4852,Whitney Dixon,F,36
4853,Eric Campbell,M,24
4854,Daniel Atkins,F,13
4855,Amber Morris,F,45
4856,Elizabeth Roach,F,18
4858,Rachel Montgomery,F,30
4859,Thomas Clark,M,32
4860,Heather Nelson,F,21
4861,Jeffrey Hahn,F,27
4862,Samantha Johnson,F,11
4863,Zoe White,F,28
4864,Christine Briggs,F,23
4865,Veronica Mayo,F,30
4866,Cynthia Wall,F,31
4867,Bradley Villa,F,5
4868,Melinda Ramos,M,30
4869,Nicholas Kelly,M,27
4870,Thomas Cardenas,F,35
4871,Alyssa Martin,M,20
4872,Christine Santiago,F,41
4873,Roberta Moody,F,42
4876,Andrew Hebert,M,15
4877,Nicole Johnson,F,45
4878,Erika West,M,35
4879,Mrs. Regina Rice MD,F,22
4880,Christy Thompson,F,23
4881,Alexis Greene,F,30
4882,Jessica Elliott,F,31
4883,Jaime Russell,F,18
4884,Matthew Sandoval,F,31
4885,Bryan Nguyen,M,32
4886,Susan Kirby,M,20
4887,Michael Welch,M,36
4889,Julie Arnold,F,23
4890,Mr. Casey Wolfe,F,28
4892,Cindy Davenport,M,37
4893,Marissa Strong,F,24
4894,Pamela Calderon,M,29
4895,Julie Cline,M,24
4897,Judith Walker,F,20
4898,Benjamin Sanchez,M,34
4899,Joy Cortez,F,11
4900,Tammy Padilla,M,30
4901,Lee Miller,M,9
4903,Andrea Chan,F,23
4904,Kathleen Pham,M,27
4905,Richard Porter,M,32
4907,Laura Lutz,F,21
4908,Ryan Raymond,M,3
4909,Sharon Wood,F,33
4910,Nathan Short,M,11
4911,Brian Houston,F,28
4912,Courtney Acevedo,F,40
4913,Cheryl Alvarado,M,23
4914,Charles Freeman,M,13
4915,Kayla Rose,M,17
4916,David Anderson,F,36
4917,Haley Phillips,F,34
4918,Victor Parks,F,24
4919,Steven Long,F,29
4920,Misty Martinez,M,20
4922,Thomas Hodge,F,42
4923,Christina Atkins,M,30
4924,Samuel Tucker MD,F,28
4925,Shaun Nelson,M,32
4926,Austin Stewart,F,26
4927,Ian Edwards,M,21
4928,Mason Kramer,M,28
4929,Jesse Crosby,M,21
4930,Mrs. Caitlin Anthony,M,27
4931,John Cochran DDS,M,16
4932,Christopher Owens,M,16
4933,Suzanne Henson,F,26
4936,Nicole Estrada,M,12
4937,Theresa Silva,M,17
4938,Jeffrey Manning,F,30
4939,Sara Gonzalez,F,36
4940,Robert Nunez,M,20
4941,Terry Wilcox,F,33
4942,Scott Hodges,F,28
4945,Sarah Espinoza,F,25
4946,Kristina Hernandez,F,15
4948,Joanna Schwartz,M,26
4950,Steven Harris,F,21
4952,Tabitha Herrera,F,2
4953,Molly Luna,M,27
4954,Joseph Monroe,M,34
4955,Stephanie Houston,F,52
4956,Anna Ryan,F,49
4957,Rebecca Escobar,M,18
4958,Stephanie Hahn,F,40
4959,Jose Gomez,M,24
4960,Darren Williamson,F,29
4961,Shannon Moore,M,38
4962,Ana Smith,F,37
4963,Robin Gallagher,M,36
4967,Kayla Medina,F,32
4968,Kyle Bradley,F,20
4969,Adam Morris,M,45
4970,Erica Mason,F,39
4972,Harold Bennett,F,3
4973,Kayla Gilbert,F,24
4974,Julie Combs,M,29
4975,Tracey Richmond,F,15
4976,Erin Garza,M,34
4977,Glenn Richards,M,28
4978,Peter Roberts,M,20
4979,Jeffery Todd,F,16
4980,Kyle Gomez DVM,M,10
4981,Chad Rowe,F,46
4982,Alice Callahan,M,23
4983,Michael Bright,F,7
4984,Robin Dyer,F,39
4985,Julian Marquez,F,27
4986,Stephanie Noble,M,38
4987,Angel Hernandez,F,20
4988,Gregory Thompson,M,42
4989,Bryce Holder,M,25
4990,Paula Weaver,M,23
4991,Kyle Warner,F,19
4993,Suzanne Aguilar,M,26
4994,Lori Anderson,M,37
4996,Erin Reynolds,M,25
4997,Henry Johnson,F,18
5000,Andrea Miller,M,37
5002,Kristen Day,M,22
5004,Heather Cortez,F,20
5005,Kim Thompson,F,15
5006,Kelsey Mcdowell,F,25
5007,Charles Stephens MD,M,15
5008,Mindy Marshall,M,23
5009,Colleen Barnett,F,21
5010,Brad Braun,M,31
5011,Steven Huffman,F,28
5012,Virginia Campbell,F,41
5013,Catherine Adams,F,22
5014,Rebecca Maldonado,F,10
5015,Gregory Berger,F,35
5016,Keith Wong,M,13
5017,Dr. Michael West,F,10
5018,Jake Roberson,M,14
5019,Catherine Perez,M,14
5020,William Snyder,M,34
5021,Andrew Santana,M,32
5022,Albert Abbott MD,F,19
5025,Brandi Hebert,F,31
5026,Keith Gentry,M,20
5029,Emily Gutierrez,M,30
5030,Carlos Smith DVM,F,35
5031,Elaine Johnson,F,46
5032,Bruce Torres,F,9
5033,Lisa Bean,F,22
5034,James Nunez MD,M,22
5035,Kristine Shea,M,16
5036,Nancy Scott,M,27
5039,Jessica Boyd,F,17
5040,Darlene Larson,M,38
5041,Brett Davis,M,30
5042,Kathy Rivera,M,35
5043,Brad Williams,F,28
5044,Samantha May,F,20
5045,Stephanie Franco,F,8
5046,Larry Stanley,F,19
5048,Jackie Lucero,M,28
5049,Todd Miller,M,44
5051,Catherine Brown,M,2
5052,Hannah Santiago,M,31
5053,David Welch,M,25
5054,Jennifer Bentley,F,20
5055,Barbara Macias,M,22
5056,Sarah Nichols,M,20
5057,Wayne Russell,M,26
5058,Henry Bowen,F,42
5059,Ralph Cordova,F,30
5061,Monica Salinas,M,18
5062,Timothy Morris,M,39
5063,Christina Meza,M,14
5065,Michael Bailey,F,20
5066,Christy Coleman,F,23
5067,Ashley Ochoa,F,34
5068,Paul Munoz,M,28
5069,Nicholas Logan,M,30
5070,Dr. Patrick King,F,25
5071,Eric King,M,41
5072,Manuel Miller,F,25
5073,Kayla Wright,M,23
5074,Shelly Alexander,F,21
5075,Andrea Scott,M,27
5076,Bridget Johnson,F,33
5077,Matthew Conner,M,8
5078,Kellie Baker,F,21
5079,Ashley Carroll,M,17
5080,Erik Wiggins,F,22
5082,James Rush,M,21
